"ID","linenum","fstation","lstation","linelong","co","kongtiao","yuepiao","piaozhi","pay","ftime","ltime","station"
815,"917支2(天桥-窦店汽车站)","天桥","窦店汽车站","61.20","八方达","否","无效","分段计价","7.00","6:30","19:10","1 天桥 
 
2 广安门 
 
3 六里桥 
 
4 丰台路口 
 
5 杜家坎 
 
6 长辛店 
 
7 赵辛店 
 
8 南岗洼 
 
9 黄管屯 
 
10 长阳路口 
 
11 黄辛店 
 
12 长阳镇政府 
 
13 北广阳城 
 
14 南广阳城 
 
15 长阳农场二队 
 
16 于管营村 
 
17 徐庄 
 
18 东杨庄 
 
19 鸿顺园小区 
 
20 常庄 
 
21 鲁村 
 
22 小营村 
 
23 邢家坞村 
 
24 官道村 
 
25 下禅坊村 
 
26 张谢 
 
27 兴隆庄 
 
28 普安屯 
 
29 六股道口村 
 
30 交道一街 
 
31 交道 
 
32 电台路 
 
33 窦店环岛 
 
34 聚豪园小区 
 
35 窦店村 
 
36 窦店服装厂 
 
37 窦店汽车站 
"
816,"917支3(天桥-银狐洞)","天桥","银狐洞","72.00","八方达","否","无效","分段计价","6.00","5:50","19:10","1 天桥 
 
2 广安门 
 
3 六里桥 
 
4 丰台路口 
 
5 杜家坎 
 
6 长辛店 
 
7 赵辛店 
 
8 南岗洼 
 
9 黄管屯 
 
10 长阳路口 
 
11 修造厂 
 
12 良乡北关 
 
13 西潞园 
 
14 西门 
 
15 保健院路口 
 
16 苏庄 
 
17 阎村 
 
18 紫草务 
 
19 新镇 
 
20 北方 
 
21 沙窝 
 
22 坨里 
 
23 新开口 
 
24 漫水河 
 
25 磁家务 
 
26 半壁店 
 
27 石花洞道口 
 
28 三福村 
 
29 河东 
 
30 东庄子 
 
31 河北邮局 
 
32 河北庄 
 
33 陈家台 
 
34 班各庄 
 
35 黑龙关 
 
36 佛子庄 
 
37 银狐洞 
"
817,"917支3(银狐洞-天桥)","银狐洞","天桥","72.00","八方达","否","无效","分段计价","6.00","5:00","18:40","1 银狐洞 
 
2 佛子庄 
 
3 黑龙关 
 
4 班各庄 
 
5 陈家台 
 
6 河北庄 
 
7 河北邮局 
 
8 东庄子 
 
9 河东 
 
10 三福村 
 
11 石花洞道口 
 
12 半壁店 
 
13 磁家务 
 
14 漫水河 
 
15 新开口 
 
16 坨里 
 
17 沙窝 
 
18 北方 
 
19 新镇 
 
20 紫草务 
 
21 阎村 
 
22 苏庄 
 
23 保健院路口 
 
24 西门 
 
25 西潞园 
 
26 良乡北关 
 
27 修造厂 
 
28 长阳路口 
 
29 黄管屯 
 
30 南岗洼 
 
31 赵辛店 
 
32 长辛店 
 
33 杜家坎 
 
34 丰台路口 
 
35 六里桥 
 
36 广安门 
 
37 天桥 
"
818,"917专(苏庄-天桥)","苏庄","天桥","0.00","八方达","否","无效","分段计价","5.00",,,"1 苏庄 
 
2 西潞园西门 
 
3 北潞园 
 
4 北关 
 
5 良乡医院 
 
6 乡政府 
 
7 良乡东关 
 
8 陶瓷厂 
 
9 修造厂 
 
10 送变电站 
 
11 长阳路口 
 
12 黄管屯 
 
13 南岗洼 
 
14 赵辛店 
 
15 丰台路口 
 
16 六里桥 
 
17 甘石桥 
 
18 广安门 
 
19 果子巷 
 
20 天桥 
"
819,"917专(天桥-苏庄)","天桥","苏庄","0.00","八方达","否","无效","分段计价","5.00",,,"1 天桥 
 
2 果子巷 
 
3 广安门 
 
4 甘石桥 
 
5 六里桥 
 
6 丰台路口 
 
7 赵辛店 
 
8 南岗洼 
 
9 黄管屯 
 
10 长阳路口 
 
11 送变电站 
 
12 修造厂 
 
13 陶瓷厂 
 
14 良乡东关 
 
15 乡政府 
 
16 良乡医院 
 
17 北关 
 
18 北潞园 
 
19 西潞园西门 
 
20 苏庄 
"
820,"917专(天桥-行宫)","天桥","行宫","36.00","八方达","否","无效","分段计价","5.00",,,"1 天桥 
 
2 果子巷 
 
3 广安门 
 
4 甘石桥 
 
5 六里桥 
 
6 丰台路口 
 
7 赵辛店 
 
8 南岗洼 
 
9 黄管屯 
 
10 长阳路口 
 
11 送变电站 
 
12 修造厂 
 
13 陶瓷厂 
 
14 良乡东关 
 
15 乡政府 
 
16 良乡医院 
 
17 北关 
 
18 西潞园 
 
19 行宫小区 
"
821,"917专(行宫-天桥)","行宫","天桥","36.00","八方达","否","无效","分段计价","5.00",,,"1 行宫小区 
 
2 西潞园 
 
3 北关 
 
4 良乡医院 
 
5 乡政府 
 
6 良乡东关 
 
7 陶瓷厂 
 
8 修造厂 
 
9 送变电站 
 
10 长阳路口 
 
11 黄管屯 
 
12 南岗洼 
 
13 赵辛店 
 
14 丰台路口 
 
15 六里桥 
 
16 甘石桥 
 
17 广安门 
 
18 果子巷 
 
19 天桥 
"
822,"918(东直门-平谷新站)","东直门","平谷新站","76.50","八方达","否","无效","分段计价","6.00","4:50","18:20","1 东直门 
 
2 左家庄 
 
3 三元桥 
 
4 丽都饭店 
 
5 大山子 
 
6 孙河 
 
7 火神营 
 
8 南法信 
 
9 顺义长途站 
 
10 东大桥环岛 
 
11 潮白陵园 
 
12 俸伯 
 
13 拥军站 
 
14 河北村 
 
15 南彩 
 
16 菜园子 
 
17 杨镇 
 
18 杜庄 
 
19 沙岭 
 
20 行宫 
 
21 良善庄 
 
22 张镇 
 
23 双营 
 
24 云峰寺 
 
25 官庄道口 
 
26 大兴庄 
 
27 鲁各庄 
 
28 岳各庄 
 
29 平谷县医院 
 
30 农贸市场 
 
31 银座 
 
32 北小区 
 
33 南小区 
 
34 滨河小区 
 
35 东寺渠 
 
36 县政府 
 
37 消防队 
 
38 平谷新站 
"
823,"918(平谷新站-东直门)","平谷新站","东直门","76.50","八方达","否","无效","分段计价","6.00","6:00","19:20","1 平谷新站 
 
2 消防队 
 
3 县政府 
 
4 东寺渠 
 
5 滨河小区 
 
6 南小区 
 
7 北小区 
 
8 银座 
 
9 农贸市场 
 
10 平谷县医院 
 
11 岳各庄 
 
12 鲁各庄 
 
13 大兴庄 
 
14 官庄道口 
 
15 云峰寺 
 
16 双营 
 
17 张镇 
 
18 良善庄 
 
19 行宫 
 
20 沙岭 
 
21 杜庄 
 
22 杨镇 
 
23 菜园子 
 
24 南彩 
 
25 河北村 
 
26 拥军站 
 
27 俸伯 
 
28 潮白陵园 
 
29 东大桥环岛 
 
30 顺义长途站 
 
31 南法信 
 
32 火神营 
 
33 孙河 
 
34 大山子 
 
35 丽都饭店 
 
36 三元桥 
 
37 左家庄 
 
38 东直门 
"
824,"918支(东直门-黄崖关)","东直门","黄崖关","123.00","八方达","否","无效","分段计价","7.50","7:10","18:05","1 东直门 
 
2 左家庄 
 
3 三元桥 
 
4 丽都饭店 
 
5 大山子 
 
6 孙河 
 
7 火神营 
 
8 南法信 
 
9 顺义长途站 
 
10 东大桥环岛 
 
11 潮白陵园 
 
12 俸伯 
 
13 拥军站 
 
14 河北村 
 
15 南彩 
 
16 菜园子 
 
17 杨镇 
 
18 杜庄 
 
19 沙岭 
 
20 行宫 
 
21 良善庄 
 
22 张镇 
 
23 双营 
 
24 云峰寺 
 
25 官庄道口 
 
26 大兴庄 
 
27 鲁各庄 
 
28 岳各庄 
 
29 平谷县医院 
 
30 农贸市场 
 
31 银座 
 
32 北小区 
 
33 南小区 
 
34 滨河小区 
 
35 东寺渠 
 
36 县政府 
 
37 消防队 
 
38 平谷 
 
39 上纸寨 
 
40 西沥津 
 
41 张辛庄 
 
42 丰台道口 
 
43 独乐河 
 
44 新立村 
 
45 胡庄 
 
46 韩庄 
 
47 上寨 
 
48 金海湖 
 
49 红石坎 
 
50 王庄 
 
51 西大峪 
 
52 中营 
 
53 石炮沟 
 
54 黄崖关 
 
"
825,"918支(黄崖关-东直门)","黄崖关","东直门","123.00","八方达","否","无效","分段计价","7.50","9:57","15:35","1 黄崖关 
 
2 石炮沟 
 
3 中营 
 
4 西大峪 
 
5 王庄 
 
6 红石坎 
 
7 金海湖 
 
8 上寨 
 
9 韩庄 
 
10 胡庄 
 
11 新立村 
 
12 独乐河 
 
13 丰台道口 
 
14 张辛庄 
 
15 西沥津 
 
16 上纸寨 
 
17 平谷 
 
18 消防队 
 
19 县政府 
 
20 东寺渠 
 
21 滨河小区 
 
22 南小区 
 
23 北小区 
 
24 银座 
 
25 农贸市场 
 
26 平谷县医院 
 
27 岳各庄 
 
28 鲁各庄 
 
29 大兴庄 
 
30 官庄道口 
 
31 云峰寺 
 
32 双营 
 
33 张镇 
 
34 良善庄 
 
35 行宫 
 
36 沙岭 
 
37 杜庄 
 
38 杨镇 
 
39 菜园子 
 
40 南彩 
 
41 河北村 
 
42 拥军站 
 
43 俸伯 
 
44 潮白陵园 
 
45 东大桥环岛 
 
46 顺义长途站 
 
47 南法信 
 
48 火神营 
 
49 孙河 
 
50 大山子 
 
51 丽都饭店 
 
52 三元桥 
 
53 左家庄 
 
54 东直门 
"
826,"919快(德胜门-延庆汽车站)","德胜门","延庆汽车站","81.00","八方达","是","无效","分段计价","10.00","5:50","18:30","1 德胜门 
 
2 马甸 
 
3 西三旗 
 
4 昌平 
 
5 南口 
 
6 八达岭 
 
7 西拨子 
 
8 东曹营 
 
9 大浮坨 
 
10 新宝庄 
 
11 东桑园 
 
12 司家营 
 
13 南菜园 
 
14 东关 
 
15 延庆汽车站 
"
827,"919快(延庆汽车站-德胜门)","延庆汽车站","德胜门","81.00","八方达","是","无效","分段计价","10.00","5:50","18:30","1 延庆汽车站 
 
2 东关 
 
3 南菜园 
 
4 司家营 
 
5 东桑园 
 
6 新宝庄 
 
7 大浮坨 
 
8 东曹营 
 
9 西拨子 
 
10 八达岭 
 
11 南口 
 
12 昌平 
 
13 西三旗 
 
14 马甸 
 
15 德胜门 
"
828,"919慢(德胜门-龙庆峡)","德胜门","龙庆峡","90.00","八方达","否","无效","分段计价","8.00","6:00","18:00","1 德胜门 
 
2 北郊市场 
 
3 马甸 
 
4 德外长途站 
 
5 北沙滩 
 
6 清河 
 
7 小营 
 
8 西三旗 
 
9 回龙观 
 
10 朱辛庄 
 
11 定福皇庄 
 
12 沙河 
 
13 满井 
 
14 百葛道口 
 
15 水屯 
 
16 昌平 
 
17 名著博览城 
 
18 陈庄 
 
19 龙虎台 
 
20 南口 
 
21 臭泥坑 
 
22 居庸关 
 
23 四桥子 
 
24 三堡 
 
25 石佛寺 
 
26 林场 
 
27 八达岭 
 
28 西拨子 
 
29 东曹营 
 
30 大浮坨 
 
31 新宝庄 
 
32 东桑园 
 
33 司家营 
 
34 南菜园 
 
35 东关 
 
36 延庆汽车站 
 
37 石河营 
 
38 京张路口 
 
39 砖场 
 
40 八里店 
 
41 八里店岔口 
 
42 东王化营 
 
43 孙庄 
 
44 下韩郝庄 
 
45 上韩郝庄 
 
46 韩郝庄 
 
47 龙庆峡 
"
829,"919慢(龙庆峡-德胜门)","龙庆峡","德胜门","90.00","八方达","否","无效","分段计价","8.00","6:00","18:00","1 龙庆峡 
 
2 韩郝庄 
 
3 上韩郝庄 
 
4 下韩郝庄 
 
5 孙庄 
 
6 东王化营 
 
7 八里店岔口 
 
8 八里店 
 
9 砖场 
 
10 京张路口 
 
11 石河营 
 
12 延庆汽车站 
 
13 东关 
 
14 南菜园 
 
15 司家营 
 
16 东桑园 
 
17 新宝庄 
 
18 大浮坨 
 
19 东曹营 
 
20 西拨子 
 
21 八达岭 
 
22 林场 
 
23 石佛寺 
 
24 三堡 
 
25 四桥子 
 
26 居庸关 
 
27 臭泥坑 
 
28 南口 
 
29 龙虎台 
 
30 陈庄 
 
31 名著博览城 
 
32 昌平 
 
33 水屯 
 
34 百葛道口 
 
35 满井 
 
36 沙河 
 
37 定福皇庄 
 
38 朱辛庄 
 
39 回龙观 
 
40 西三旗 
 
41 小营 
 
42 清河 
 
43 北沙滩 
 
44 德外长途站 
 
45 马甸 
 
46 北郊市场 
 
47 德胜门 
"
830,"919区间(德胜门-南口镇)","德胜门","南口镇","47.50","电车","否","无效","分段计价","5.0","6:00","18:00","1 德胜门 
 
2 北郊市场 
 
3 马甸南 
 
4 马甸北 
 
5 德外长途站 
 
6 苇子坑 
 
7 南沙滩 
 
8 北沙滩 
 
9 双泉堡 
 
10 花虎沟 
 
11 清河南镇 
 
12 清河 
 
13 小营 
 
14 西三旗 
 
15 回龙观 
 
16 回龙观北 
 
17 二拨子 
 
18 朱辛庄 
 
19 史各庄 
 
20 定福黄庄 
 
21 沙河 
 
22 沙河北 
 
23 满井 
 
24 小寨 
 
25 西沙屯 
 
26 白浮 
 
27 水屯市场 
 
28 水屯 
 
29 小白羊超市 
 
30 昌平西关 
 
31 蜡象馆 
 
32 邓庄 
 
33 旧县 
 
34 陈庄 
 
35 龙虎台 
 
36 南口东街 
 
37 南口镇 
"
831,"919区间(南口镇-德胜门)","南口镇","德胜门","47.50","八方达","否","无效","分段计价","5.00","6:00","18:00","1 南口镇 
 
2 南口东街 
 
3 龙虎台 
 
4 陈庄 
 
5 旧县 
 
6 邓庄 
 
7 蜡象馆 
 
8 昌平西关 
 
9 小白羊超市 
 
10 水屯 
 
11 水屯市场 
 
12 白浮 
 
13 西沙屯 
 
14 小寨 
 
15 满井 
 
16 沙河北 
 
17 沙河 
 
18 定福黄庄 
 
19 史各庄 
 
20 朱辛庄 
 
21 二拨子 
 
22 回龙观北 
 
23 回龙观 
 
24 西三旗 
 
25 小营 
 
26 清河 
 
27 清河南镇 
 
28 花虎沟 
 
29 双泉堡 
 
30 北沙滩 
 
31 南沙滩 
 
32 苇子坑 
 
33 德外长途站 
 
34 马甸北 
 
35 马甸南 
 
36 北郊市场 
 
37 德胜门 
"
832,"919支(德胜门-康西)","德胜门","康西","78.00","八方达","否","无效","分段计价","6.50","7:10","18:00","1 德胜门 
 
2 北郊市场 
 
3 马甸 
 
4 德外长途站 
 
5 北沙滩 
 
6 清河 
 
7 小营 
 
8 西三旗 
 
9 回龙观 
 
10 朱辛庄 
 
11 定福皇庄 
 
12 沙河 
 
13 满井 
 
14 百葛道口 
 
15 水屯 
 
16 昌平 
 
17 名著博览城 
 
18 陈庄 
 
19 龙虎台 
 
20 南口 
 
21 臭泥坑 
 
22 居庸关 
 
23 四桥子 
 
24 三堡 
 
25 石佛寺 
 
26 林场 
 
27 八达岭 
 
28 西拨子 
 
29 东曹营 
 
30 外炮村 
 
31 经济开发区 
 
32 康庄镇 
 
33 北曹营 
 
34 康西 
"
833,"919支(康西-德胜门)","康西","德胜门","78.00","八方达","否","无效","分段计价","6.50","7:10","18:00","1 康西 
 
2 北曹营 
 
3 康庄镇 
 
4 经济开发区 
 
5 外炮村 
 
6 东曹营 
 
7 西拨子 
 
8 八达岭 
 
9 林场 
 
10 石佛寺 
 
11 三堡 
 
12 四桥子 
 
13 居庸关 
 
14 臭泥坑 
 
15 南口 
 
16 龙虎台 
 
17 陈庄 
 
18 名著博览城 
 
19 昌平 
 
20 水屯 
 
21 百葛道口 
 
22 满井 
 
23 沙河 
 
24 定福皇庄 
 
25 朱辛庄 
 
26 回龙观 
 
27 西三旗 
 
28 小营 
 
29 清河 
 
30 北沙滩 
 
31 德外长途站 
 
32 马甸 
 
33 北郊市场 
 
34 德胜门 
"
834,"919支2(德外站-平西王府)","德外站","平西王府","19.20","电车","否","无效","分段计价","2.00","5:30","20:00","1 德外站 
 
2 小营 
 
3 西三旗 
 
4 回龙观 
 
5 回龙观东街 
 
6 龙华园 
 
7 广场西门 
 
8 风雅园 
 
9 回龙观小区 
 
10 回龙观西 
 
11 东星花园 
 
12 王府街 
 
13 平西王府 
"
835,"919支2(平西王府-德外站)","平西王府","德外站","19.20","八方达","否","无效","分段计价","2.00","5:30","20:00","1 平西王府 
 
2 王府街 
 
3 东星花园 
 
4 回龙观西 
 
5 回龙观小区 
 
6 风雅园 
 
7 广场西门 
 
8 龙华园 
 
9 回龙观东街 
 
10 回龙观 
 
11 西三旗 
 
12 小营 
 
13 德外站 
"
836,"920(下营-延庆)","下营","延庆","26.00","八方达","否","无效","分段计价","2.00","6:00","18:30","1 下营 
 
2 西五里营 
 
3 松山道口 
 
4 张山营 
 
5 上板泉 
 
6 下板泉 
 
7 西羊坊 
 
8 靳家堡 
 
9 中羊坊 
 
10 米家堡 
 
11 延庆火车站 
 
12 延庆道口 
 
13 延庆汽车站 
"
837,"920(延庆-下营)","延庆","下营","26.00","八方达","否","无效","分段计价","2.00","6:00","18:30","1 延庆汽车站 
 
2 延庆道口 
 
3 延庆火车站 
 
4 米家堡 
 
5 中羊坊 
 
6 靳家堡 
 
7 西羊坊 
 
8 下板泉 
 
9 上板泉 
 
10 张山营 
 
11 松山道口 
 
12 西五里营 
 
13 下营 
"
838,"920内环(延庆-延庆)","延庆","延庆","47.50","八方达","否","无效","分段计价","4.00","6:00","18:30","1 延庆 
 
2 中心市场 
 
3 电信局 
 
4 中医院 
 
5 火车站 
 
6 米家堡 
 
7 卓家营 
 
8 黄柏寺 
 
9 韩郝庄 
 
10 龙庆峡道口 
 
11 古城 
 
12 米粮屯 
 
13 羊坊道口 
 
14 旧县 
 
15 车坊 
 
16 闫庄 
 
17 白庙 
 
18 小堡 
 
19 香营乡 
 
20 里仁堡 
 
21 聂屯 
 
22 佐所屯 
 
23 永宁镇 
 
24 新华营 
 
25 酒厂 
 
26 吴坊营 
 
27 小庄科 
 
28 妫河漂流 
 
29 龙湾 
 
30 老君堂 
 
31 魏家营 
 
32 连家营 
 
33 沈家营 
 
34 八里店岔口 
 
35 八里店 
 
36 砖厂 
 
37 京张路口 
 
38 石河营 
 
39 延庆 
"
839,"920南环(青龙潭-延庆)","青龙潭","延庆","30.00","八方达","否","无效","分段计价","3.00","6:00","18:00","1 青龙潭 
 
2 四司 
 
3 头司 
 
4 西灰岭 
 
5 南张庄 
 
6 鸡场 
 
7 永宁南关 
 
8 胜石营 
 
9 孔化营 
 
10 平房 
 
11 王木营 
 
12 坊老营 
 
13 宝林寺 
 
14 艾官营 
 
15 井庄乡 
 
16 石河 
 
17 胡小营 
 
18 柳沟 
 
19 柳沟南口 
 
20 八家 
 
21 二道河乡 
 
22 西红山 
 
23 大榆树乡 
 
24 姜家台 
 
25 莲花池 
 
26 双路小区 
 
27 京张路口 
 
28 劳动局 
 
29 电信局 
 
30 中心市场 
 
31 延庆 
"
840,"920南环(延庆-青龙潭)","延庆","青龙潭","30.00","八方达","否","无效","分段计价","3.00","6:00","18:00","1 延庆 
 
2 中心市场 
 
3 电信局 
 
4 劳动局 
 
5 京张路口 
 
6 双路小区 
 
7 莲花池 
 
8 姜家台 
 
9 大榆树乡 
 
10 西红山 
 
11 二道河乡 
 
12 八家 
 
13 柳沟南口 
 
14 柳沟 
 
15 胡小营 
 
16 石河 
 
17 井庄乡 
 
18 艾官营 
 
19 宝林寺 
 
20 坊老营 
 
21 王木营 
 
22 平房 
 
23 孔化营 
 
24 胜石营 
 
25 永宁南关 
 
26 鸡场 
 
27 南张庄 
 
28 西灰岭 
 
29 头司 
 
30 四司 
 
31 青龙潭 
"
841,"920外环(延庆-延庆)","延庆","延庆","47.50","八方达","否","无效","分段计价","4.00","6:00","18:30","1 延庆 
 
2 石河营 
 
3 京张路口 
 
4 砖厂 
 
5 八里店 
 
6 八里店岔口 
 
7 沈家营 
 
8 连家营 
 
9 魏家营 
 
10 老君堂 
 
11 龙湾 
 
12 妫河漂流 
 
13 小庄科 
 
14 吴坊营 
 
15 酒厂 
 
16 新华营 
 
17 永宁镇 
 
18 佐所屯 
 
19 聂屯 
 
20 里仁堡 
 
21 香营乡 
 
22 小堡 
 
23 白庙 
 
24 闫庄 
 
25 车坊 
 
26 旧县 
 
27 羊坊道口 
 
28 米粮屯 
 
29 古城 
 
30 龙庆峡道口 
 
31 韩郝庄 
 
32 黄柏寺 
 
33 卓家营 
 
34 米家堡 
 
35 火车站 
 
36 中医院 
 
37 电信局 
 
38 中心市场 
 
39 延庆 
"
842,"920西内环(延庆-康庄-延庆)","延庆","延庆","37.00","八方达","否","无效","分段计价","3.00","6:00","18:30","1 延庆 
 
2 中心市场 
 
3 东关 
 
4 南辛堡 
 
5 李四官庄道口 
 
6 下屯乡 
 
7 军营道口 
 
8 东红寺 
 
9 王家堡 
 
10 红寺 
 
11 一四二医院 
 
12 刁营 
 
13 康庄镇 
 
14 北曹营 
 
15 康西道口 
 
16 南曹营 
 
17 粮库 
 
18 二五一道口 
 
19 康庄小区 
 
20 北曹营 
 
21 屯军营 
 
22 刘浩营 
 
23 苗家堡 
 
24 野鸭湖 
 
25 马营 
 
26 张老营 
 
27 大营 
 
28 官房子 
 
29 小丰营 
 
30 小丰营市场 
 
31 下屯乡 
 
32 李四官庄 
 
33 南辛堡 
 
34 东关 
 
35 中心市场 
 
36 延庆 
"
843,"920西外环(延庆-康庄-延庆)","延庆","延庆","37.00","八方达","否","无效","分段计价","3.00","6:00","18:30","1 延庆 
 
2 中心市场 
 
3 东关 
 
4 南辛堡 
 
5 李四官庄 
 
6 下屯乡 
 
7 小丰营市场 
 
8 小丰营 
 
9 官房子 
 
10 大营 
 
11 张老营 
 
12 马营 
 
13 野鸭湖 
 
14 苗家堡 
 
15 刘浩营 
 
16 屯军营 
 
17 北曹营 
 
18 康庄小区 
 
19 二五一道口 
 
20 粮库 
 
21 南曹营 
 
22 康西道口 
 
23 北曹营 
 
24 康庄镇 
 
25 刁营 
 
26 一四二医院 
 
27 红寺 
 
28 王家堡 
 
29 东红寺 
 
30 军营道口 
 
31 下屯乡 
 
32 李四官庄道口 
 
33 南辛堡 
 
34 东关 
 
35 中心市场 
 
36 延庆 
"
844,"921(大峪-东湖)","大峪","东湖","44.75","客四","否","无效","分段计价","4.50","5:30","20:00","1 大峪 
 
2 双峪 
 
3 侯庄子 
 
4 麻峪北口 
 
5 麻峪 
 
6 石热 
 
7 石景山 
 
8 金顶街 
 
9 苹果园地铁 
 
10 杨庄 
 
11 杨庄东口 
 
12 晋元庄 
 
13 龚村西口 
 
14 龚村东口 
 
15 沙石厂西站 
 
16 沙石厂 
 
17 阜玉路 
 
18 铁家坟 
 
19 五孔桥 
 
20 定慧寺 
 
21 钓鱼台 
 
22 八里庄 
 
23 马神庙 
 
24 白堆子北站 
 
25 四道口南站 
 
26 白石桥 
 
27 国家图书馆 
 
28 民族大学 
 
29 大慧寺 
 
30 大柳树南站 
 
31 大柳树北站 
 
32 皂君庙 
 
33 四道口 
 
34 明光村 
 
35 小西门 
 
36 学院南路东口 
 
37 铁狮子坟 
 
38 北太平庄 
 
39 牡丹园 
 
40 牡丹园东站 
 
41 健德门桥 
 
42 北辰路 
 
43 安贞西里 
 
44 北土城路 
 
45 安苑东里 
 
46 经贸大学 
 
47 文学馆 
 
48 育惠南路 
 
49 白庙 
 
50 六公主坟 
 
51 十字口村 
 
52 南湖中园 
 
53 花家地西里 
 
54 湖光中街 
 
55 南湖东园 
 
56 广顺北大街 
 
57 望京花园 
 
58 利泽西街 
 
59 东湖 
"
845,"921(东湖-大峪)","东湖","大峪","45.75","客四","否","无效","分段计价","4.50","5:50","20:20","1 东湖 
 
2 利泽西街 
 
3 望京花园 
 
4 广顺北大街 
 
5 南湖东园 
 
6 湖光中街 
 
7 花家地西里 
 
8 南湖中园 
 
9 十字口村 
 
10 六公主坟 
 
11 白庙 
 
12 育慧东路 
 
13 育慧里 
 
14 小营 
 
15 经贸大学 
 
16 安苑东里 
 
17 北土城路 
 
18 安贞西里 
 
19 北辰路 
 
20 健德门桥 
 
21 牡丹园东站 
 
22 牡丹园 
 
23 北太平庄 
 
24 铁狮子坟 
 
25 学院南路东口 
 
26 小西门 
 
27 明光村 
 
28 四道口 
 
29 皂君庙 
 
30 大柳树北站 
 
31 大柳树南站 
 
32 大慧寺 
 
33 民族大学 
 
34 国家图书馆 
 
35 白石桥 
 
36 四道口南站 
 
37 白堆子北站 
 
38 马神庙 
 
39 八里庄 
 
40 钓鱼台 
 
41 定慧寺 
 
42 五孔桥 
 
43 铁家坟 
 
44 阜玉路 
 
45 沙石厂 
 
46 沙石厂西站 
 
47 龚村东口 
 
48 龚村西口 
 
49 晋元庄 
 
50 杨庄东口 
 
51 杨庄 
 
52 苹果园地铁 
 
53 金顶街 
 
54 石景山 
 
55 石热 
 
56 麻峪 
 
57 麻峪北口 
 
58 侯庄子 
 
59 双峪 
 
60 大峪 
"
846,"922(良乡闫村桥-前门)","良乡闫村桥","前门","43.50","客三","否","无效","分段计价","4.50","5:30","20:30","1 良乡闫村桥 
 
2 苏庄 
 
3 良乡西门 
 
4 良乡南关 
 
5 良乡东关 
 
6 陶瓷厂 
 
7 良乡火车站 
 
8 修造厂 
 
9 长阳路口 
 
10 军留庄 
 
11 西营村 
 
12 马厂村 
 
13 立垡村 
 
14 狼垡 
 
15 羊坊村 
 
16 高立庄 
 
17 陈留村 
 
18 新发地 
 
19 世界花卉大观园 
 
20 恋日家园 
 
21 公益桥南 
 
22 公益东桥 
 
23 公益桥北 
 
24 公益西桥 
 
25 四倾三村 
 
26 嘉园二里 
 
27 嘉园一里 
 
28 万芳桥北站 
 
29 开阳桥南站 
 
30 姚家井 
 
31 健宫医院 
 
32 南横街 
 
33 菜市口 
 
34 校场口 
 
35 宣武门 
 
36 和平门 
 
37 供电局 
 
38 前门 
"
847,"922(前门-良乡闫村桥)","前门","良乡闫村桥","42.10","客三","否","无效","分段计价","4.00","6:00","21:00","1 前门 
 
2 供电局 
 
3 和平门 
 
4 校场口 
 
5 菜市口 
 
6 南横街 
 
7 健宫医院 
 
8 姚家井 
 
9 开阳桥南站 
 
10 万芳桥北站 
 
11 嘉园一里 
 
12 嘉园二里 
 
13 四倾三村 
 
14 公益西桥 
 
15 恋日家园 
 
16 世界花卉大观园 
 
17 新发地 
 
18 陈留村 
 
19 高立庄 
 
20 羊坊村 
 
21 狼垡 
 
22 立垡村 
 
23 马厂村 
 
24 西营村 
 
25 军留庄 
 
26 篱笆房村 
 
27 长阳路口 
 
28 修造厂 
 
29 良乡火车站 
 
30 陶瓷厂 
 
31 良乡东关 
 
32 良乡南关 
 
33 良乡西门 
 
34 苏庄 
 
35 良乡闫村桥 
"
848,"923(东直门-吴雄寺)","东直门","吴雄寺","70.00","八方达","否","无效","分段计价","5.50","5:30","18:00","1 东直门 
 
2 大山子 
 
3 孙河 
 
4 火神营 
 
5 南法信 
 
6 顺义长途站 
 
7 潮白陵园 
 
8 俸伯 
 
9 河北村 
 
10 南彩 
 
11 魏辛庄 
 
12 沟北村 
 
13 李遂 
 
14 李各庄 
 
15 阎家渠 
 
16 王各庄 
 
17 北务道口 
 
18 陈辛庄 
 
19 郭家务 
 
20 尹家府 
 
21 大孙各庄 
 
22 西辛庄 
 
23 王户庄 
 
24 小塘村 
 
25 吴雄寺 
"
849,"923(吴雄寺-东直门)","吴雄寺","东直门","70.00","八方达","否","无效","分段计价","5.50","6:00","18:50","1 吴雄寺 
 
2 小塘村 
 
3 王户庄 
 
4 西辛庄 
 
5 大孙各庄 
 
6 尹家府 
 
7 郭家务 
 
8 陈辛庄 
 
9 北务道口 
 
10 王各庄 
 
11 阎家渠 
 
12 李各庄 
 
13 李遂 
 
14 沟北村 
 
15 魏辛庄 
 
16 南彩 
 
17 河北村 
 
18 俸伯 
 
19 潮白陵园 
 
20 顺义长途站 
 
21 南法信 
 
22 火神营 
 
23 孙河 
 
24 大山子 
 
25 东直门 
"
